Gene,Synonymous,HC LoF,ExACtool percentile,top expr tissue (3x more),office of rare diseases
PKIG,13,1,2.26E-01,,
TGM5,100,35,2.26E-01,skin,
ATXN7L2,136,4,2.26E-01,,
PRKAB2,44,3,2.26E-01,,
CDH22,140,4,2.26E-01,brain,
WNT11,65,3,2.26E-01,,
DUSP10,86,5,2.26E-01,,
PQBP1,31,2,2.26E-01,,YES
SHBG,89,17,2.26E-01,liver,
FGF13,29,1,2.26E-01,,
MPND,80,10,2.26E-01,,
TTC17,164,4,2.27E-01,,
PHC3,52,1,2.27E-01,,
SERPINA3,96,30,2.27E-01,liver,
AQP7,74,18,2.27E-01,,
RFT1,87,20,2.27E-01,,
BEST3,104,37,2.27E-01,skeletal_muscle,
PIK3R5,153,8,2.27E-01,,
ATP9B,247,34,2.27E-01,,
GRIK1,160,22,2.27E-01,brain,
SOS2,159,8,2.27E-01,,
GPR12,66,3,2.27E-01,brain,
GINS3,32,4,2.27E-01,,
CX3CL1,100,3,2.27E-01,,
AKAP8L,43,1,2.27E-01,,
MANEA,56,18,2.27E-01,,
SPDEF,67,2,2.28E-01,,
UBE2G1,20,1,2.28E-01,,
IPMK,58,2,2.28E-01,,
IQSEC2,103,3,2.28E-01,,YES
TMEM222,40,4,2.28E-01,,
CAV2,26,6,2.28E-01,,
FRMD3,100,8,2.28E-01,,
IRF3,102,15,2.28E-01,,
TMLHE,37,8,2.28E-01,,
BIVM,59,12,2.28E-01,,
VASP,68,3,2.28E-01,,
NAV3,341,15,2.28E-01,,
CELSR2,601,13,2.28E-01,,
DRGX,17,1,2.28E-01,brain,
TMEM180,100,16,2.29E-01,,
GJA10,71,23,2.29E-01,,
CDA,22,1,2.29E-01,whole_blood,
PUM1,174,4,2.29E-01,,
HSD17B3,47,10,2.29E-01,,
HIST1H3F,40,2,2.29E-01,,
VEGFC,57,5,2.29E-01,,
ZBTB10,107,2,2.29E-01,,
FBLIM1,77,12,2.29E-01,,
HSPB8,30,3,2.29E-01,,
TECTA,377,48,2.29E-01,,
C9orf142,29,2,2.29E-01,,
IKZF5,44,2,2.29E-01,,
ISX,42,8,2.29E-01,colon,
HDAC7,169,4,2.29E-01,,
CDH20,135,4,2.30E-01,brain,
SLC7A11,72,15,2.30E-01,brain,
TIPRL,33,2,2.30E-01,,
NDN,72,3,2.30E-01,,
CHRND,109,19,2.30E-01,skeletal_muscle,YES
RAB8A,39,2,2.30E-01,,
PTMS,16,1,2.30E-01,,
PNPLA7,303,70,2.30E-01,,
SIT1,38,3,2.30E-01,spleen,
DIAPH3,171,43,2.30E-01,,
MXD1,42,2,2.30E-01,whole_blood,
FAM78A,60,5,2.30E-01,,
ANGPT2,94,6,2.30E-01,,
GDF11,45,2,2.30E-01,,
PCDH7,206,5,2.31E-01,,
PCDH20,143,4,2.31E-01,,
EVI5L,109,3,2.31E-01,,
PAXIP1,21,1,2.31E-01,,
PRKAR2A,46,4,2.31E-01,,
BCKDHB,50,16,2.31E-01,,YES
TNRC6A,268,6,2.31E-01,,
DGKH,177,14,2.31E-01,,
C1QC,59,5,2.31E-01,spleen,
FAM177A1,31,11,2.31E-01,,
DNAJC28,34,24,2.31E-01,,
CLN3,116,19,2.31E-01,,
POU1F1,48,10,2.31E-01,,YES
MYO3B,204,63,2.31E-01,,
PTDSS2,95,13,2.31E-01,,
SNAI1,45,2,2.32E-01,,
AMY2B,41,17,2.32E-01,pancreas,
DCUN1D4,55,6,2.32E-01,,
NIPAL3,99,13,2.32E-01,,
NDFIP1,30,2,2.32E-01,,
DYNLRB1,20,1,2.32E-01,,
PCDH10,185,5,2.32E-01,,
TSNAX,41,3,2.32E-01,,
GLUD1,68,8,2.32E-01,,YES
KRT27,69,21,2.32E-01,,
CDKN1A,30,3,2.32E-01,,
LGR6,197,22,2.32E-01,,
MYLIP,77,5,2.32E-01,,
GRIN3A,159,12,2.32E-01,,
HSD17B4,117,22,2.33E-01,,
BBS2,87,29,2.33E-01,,YES
CHMP1A,56,5,2.33E-01,,
ABCD2,90,14,2.33E-01,,
AHCTF1,224,5,2.33E-01,,
DICER1,257,6,2.33E-01,,YES
EGR2,72,2,2.33E-01,nerve_tibial,
PLAGL2,79,3,2.33E-01,,
SIN3B,243,6,2.33E-01,,
RUVBL1,80,3,2.33E-01,,
TRAPPC3,20,1,2.33E-01,,
GATSL3,62,5,2.33E-01,,
C1orf216,38,4,2.33E-01,,
PPFIA1,219,5,2.33E-01,,
MAPK10,64,4,2.33E-01,,
CCDC89,73,10,2.34E-01,,
MYO16,308,14,2.34E-01,,
KRT24,81,28,2.34E-01,,
RNLS,49,22,2.34E-01,,
CDC23,80,3,2.34E-01,,
CABP7,43,2,2.34E-01,,
SELT,25,1,2.34E-01,,
TSPAN5,51,3,2.34E-01,,
KEL,108,34,2.34E-01,,
MAP3K8,89,3,2.34E-01,,
C10orf137,175,21,2.34E-01,,
PRLR,88,5,2.34E-01,adrenal_gland,YES
PEX10,77,14,2.34E-01,,
TMEM168,97,21,2.34E-01,,
INSIG2,36,3,2.35E-01,,
FIP1L1,158,11,2.35E-01,,
SUCLG1,46,7,2.35E-01,,
SERPINB4,68,20,2.35E-01,,
KCNA3,81,4,2.35E-01,,
PARD6G,73,3,2.35E-01,,
SNRPD3,19,1,2.35E-01,,
CRISPLD2,115,15,2.35E-01,,
HP,52,10,2.35E-01,liver,
ANAPC7,68,2,2.35E-01,,
QTRT1,97,10,2.35E-01,,
CRTC2,105,3,2.35E-01,,
PCSK4,239,32,2.35E-01,,
CCBL1,75,17,2.35E-01,,
C16orf70,55,6,2.35E-01,,
MSL1,51,2,2.36E-01,,
SMCHD1,217,6,2.36E-01,,
NAA25,105,3,2.36E-01,,
PAK4,142,5,2.36E-01,,
MGLL,55,5,2.36E-01,,
JMJD6,87,5,2.36E-01,,
SAMD14,68,9,2.36E-01,brain,
TLE4,149,5,2.36E-01,,
BRMS1L,36,3,2.36E-01,,
AWAT2,36,2,2.36E-01,,
MSTN,53,3,2.36E-01,,YES
FBXO8,46,2,2.36E-01,,
FGF14,55,3,2.36E-01,brain,YES
OMG,45,2,2.36E-01,brain,
MFN1,69,20,2.37E-01,,
PRND,37,3,2.37E-01,,
EYA3,55,7,2.37E-01,,
CAPZA3,45,9,2.37E-01,,
KIF1C,195,12,2.37E-01,,
BMP4,64,4,2.37E-01,,YES
PDE8B,137,7,2.37E-01,thyroid,
HN1L,36,2,2.37E-01,,
SMCR8,188,6,2.37E-01,,
TM2D3,55,11,2.37E-01,,
PAPL,108,17,2.37E-01,,
TNFRSF8,113,6,2.37E-01,,
LGI4,113,8,2.37E-01,nerve_tibial,
ST3GAL2,75,3,2.37E-01,,
C12orf56,13,2,2.37E-01,nerve_tibial,
PRPF38B,67,4,2.38E-01,,
CD22,170,13,2.38E-01,spleen,
ADIPOR2,51,2,2.38E-01,,
ABCB10,89,17,2.38E-01,,
PRRG1,23,4,2.38E-01,,
BCL2,43,2,2.38E-01,,
WFIKKN2,141,9,2.38E-01,,
ZNF644,163,8,2.38E-01,,
NFATC2,207,5,2.38E-01,,
ZP3,59,13,2.38E-01,,
TATDN1,53,28,2.38E-01,,
COCH,82,21,2.38E-01,pancreas,
MSI2,65,4,2.38E-01,,
EPOR,97,7,2.38E-01,thyroid,YES
MEGF11,10,1,2.39E-01,brain,
INSRR,230,39,2.39E-01,,
SLC34A3,178,30,2.39E-01,,
FAH,80,20,2.39E-01,,YES
FAM131B,70,2,2.39E-01,brain,
ZNF768,114,4,2.39E-01,,
NOL12,33,5,2.39E-01,,
PPRC1,247,6,2.39E-01,,
RSPH9,61,8,2.39E-01,,
FOXD4,37,13,2.39E-01,,
ARHGAP31,193,5,2.39E-01,,
PTHLH,28,7,2.39E-01,,
SMURF1,156,4,2.39E-01,,
SGCZ,62,8,2.39E-01,,
FAM111A,77,26,2.39E-01,,YES
RBM27,144,5,2.40E-01,,
NPTX1,86,3,2.40E-01,,
SLC7A13,73,24,2.40E-01,,
SLC35A2,71,5,2.40E-01,,
FUNDC2,14,1,2.40E-01,,
TRAPPC10,201,5,2.40E-01,,
SH3BP5L,67,7,2.40E-01,,
ZBTB46,171,5,2.40E-01,,
SMG6,252,6,2.40E-01,,
TRIM24,117,3,2.40E-01,adrenal_gland,YES
AMICA1,51,11,2.40E-01,whole_blood,
PRR5L,69,6,2.40E-01,,
KLHL4,60,3,2.40E-01,adrenal_gland,
ORMDL2,30,3,2.40E-01,,
GRHL2,97,3,2.41E-01,,
BEND5,57,5,2.41E-01,,
EPHB6,178,12,2.41E-01,,
VPS52,94,15,2.41E-01,,
GRK5,106,3,2.41E-01,,
DDX46,128,4,2.41E-01,,
LIPI,60,16,2.41E-01,thyroid,
AXL,162,10,2.41E-01,,
RASAL2,176,13,2.41E-01,,
ARHGEF6,76,4,2.41E-01,,
PSMC4,79,7,2.41E-01,,
ARHGEF12,183,10,2.41E-01,,
NT5C1A,70,12,2.41E-01,,
SLC6A8,100,3,2.41E-01,,YES
KIF4A,107,4,2.41E-01,,
ATP13A4,181,33,2.42E-01,,
VPS29,21,1,2.42E-01,,
FRMD5,88,8,2.42E-01,,
SLC35C2,101,20,2.42E-01,,
MFSD5,86,7,2.42E-01,,
SMO,122,10,2.42E-01,,
CAMKV,86,3,2.42E-01,brain,
IMPAD1,56,4,2.42E-01,,
VWC2L,29,1,2.42E-01,brain,
IRAK1,99,3,2.42E-01,,
PLOD3,154,23,2.42E-01,,
VPS72,54,7,2.42E-01,,
EAF1,45,5,2.42E-01,,
SECISBP2L,113,13,2.42E-01,,
LRRC25,50,2,2.43E-01,,
SDS,84,12,2.43E-01,liver,
DRG1,48,2,2.43E-01,,
NEUROD4,50,5,2.43E-01,,
FNIP2,156,3,2.43E-01,,
MAN2A1,171,14,2.43E-01,,
GPT2,90,11,2.43E-01,,
TMEM109,45,5,2.43E-01,,
RAI2,71,2,2.43E-01,,
MUC5B,987,24,2.43E-01,colon,
RAB1B,36,2,2.43E-01,,
TM9SF2,92,3,2.43E-01,,
TTPAL,56,8,2.43E-01,,
QDPR,46,6,2.43E-01,,YES
E2F7,144,9,2.43E-01,,
TUBB3,137,8,2.44E-01,brain,
TAT,69,9,2.44E-01,liver,YES
FRRS1,81,24,2.44E-01,,
TSPAN18,64,4,2.44E-01,,
DACT1,153,4,2.44E-01,,
SLC6A17,129,4,2.44E-01,brain,
OTUB1,52,3,2.44E-01,,
VGLL4,68,2,2.44E-01,,
ADCY3,238,17,2.44E-01,,
WDR76,93,23,2.44E-01,,
ACTA1,62,8,2.44E-01,skeletal_muscle,YES
MRPL54,28,3,2.44E-01,,
HS6ST3,65,5,2.44E-01,,
BAZ2B,270,14,2.44E-01,,
VEGFB,59,9,2.45E-01,,
BAZ1B,195,5,2.45E-01,,
CTRL,67,14,2.45E-01,pancreas,
OIT3,84,23,2.45E-01,liver,
MAGOH,15,1,2.45E-01,,
GEMIN7,14,2,2.45E-01,,
C21orf62,38,9,2.45E-01,,
MRPL33,15,1,2.45E-01,,
PPM1E,93,3,2.45E-01,,
POLR1D,30,4,2.45E-01,,
XIAP,38,2,2.45E-01,,
NFIC,104,3,2.45E-01,,
JOSD1,42,2,2.45E-01,,
AHCY,90,6,2.45E-01,,
ETFA,37,13,2.45E-01,,
LRRTM2,67,2,2.46E-01,,
TIMP4,49,7,2.46E-01,,
OLFM4,83,14,2.46E-01,,
AUP1,70,8,2.46E-01,,
NTNG2,102,5,2.46E-01,,
KIAA1257,12,1,2.46E-01,,
SPAG5,114,32,2.46E-01,,
SECTM1,56,6,2.46E-01,,
CPLX3,24,2,2.46E-01,spleen,
MTOR,384,9,2.46E-01,,
CALML3,31,2,2.46E-01,skin,
OXSM,54,12,2.46E-01,,
VEZF1,80,3,2.46E-01,,
NPAS4,135,4,2.46E-01,,
SRFBP1,56,13,2.47E-01,,
COPS6,64,3,2.47E-01,,
ZNF532,227,6,2.47E-01,,
NUP214,365,28,2.47E-01,,
TET1,290,7,2.47E-01,,
NUP50,44,10,2.47E-01,,
SNAP29,33,4,2.47E-01,,YES
TSTA3,101,15,2.47E-01,,
MESDC2,41,4,2.47E-01,,
SAMHD1,72,21,2.47E-01,,
ARFRP1,63,6,2.47E-01,,
FBXL7,98,3,2.47E-01,,
AP1G1,112,3,2.47E-01,,
CMAS,43,3,2.47E-01,,
MTMR6,69,17,2.47E-01,,
C8orf46,35,3,2.48E-01,brain,
DNAJB14,48,2,2.48E-01,,
SERTAD1,40,2,2.48E-01,,
C14orf166,26,4,2.48E-01,,
ALPI,114,26,2.48E-01,colon,
RELA,103,3,2.48E-01,,
TGM2,145,28,2.48E-01,,
ATXN10,67,13,2.48E-01,,YES
SULT1A2,61,23,2.48E-01,,
PLAU,57,10,2.48E-01,,YES
YPEL4,15,1,2.48E-01,brain,
TF,139,14,2.48E-01,liver,YES
SLC16A14,94,5,2.48E-01,,
DNAJC14,94,3,2.48E-01,,
BBS10,98,31,2.49E-01,,YES
LIPG,85,14,2.49E-01,thyroid,
FGF7,16,1,2.49E-01,,
UQCRFS1,21,1,2.49E-01,,
TYRO3,126,8,2.49E-01,,
CDC42EP3,47,3,2.49E-01,,
ESX1,62,7,2.49E-01,,
PAK2,67,3,2.49E-01,,
ACTR10,61,8,2.49E-01,,
ELOVL5,42,2,2.49E-01,,
MED9,24,2,2.49E-01,,
CRIM1,191,5,2.49E-01,,
SHC3,81,4,2.49E-01,,
KIAA0895L,87,11,2.49E-01,,
RNF103,96,3,2.49E-01,,
C2orf42,76,8,2.50E-01,,
C16orf91,72,22,2.50E-01,,
PPM1L,65,3,2.50E-01,,
CYB5R2,77,22,2.50E-01,nerve_tibial,
ATP5J2,18,4,2.50E-01,,
BCL9,231,6,2.50E-01,,
ZNF622,65,8,2.50E-01,,
LATS1,144,4,2.50E-01,,
ARSJ,92,12,2.50E-01,,
MRPL21,53,11,2.50E-01,,
SPRED1,49,4,2.50E-01,,YES
PIGF,31,5,2.50E-01,,
NXF1,112,4,2.50E-01,,
BHLHB9,34,1,2.50E-01,,
TMEM205,37,5,2.50E-01,,
RBPMS2,43,2,2.51E-01,,
CARD11,237,6,2.51E-01,spleen,
SNX3,31,2,2.51E-01,,
FITM1,53,13,2.51E-01,,
OVOL2,44,2,2.51E-01,,
CTSS,37,2,2.51E-01,,
CTDP1,195,5,2.51E-01,,
SLITRK4,71,2,2.51E-01,,
HS2ST1,57,6,2.51E-01,,
NPHS2,55,12,2.51E-01,,YES
PRSS50,68,17,2.51E-01,thyroid,
ALDH3A2,68,18,2.51E-01,adrenal_gland,YES
SNIP1,48,2,2.51E-01,,
CDK2,54,2,2.51E-01,,
MRPL42,30,6,2.52E-01,,
SPTLC3,90,10,2.52E-01,,
MEF2B,65,7,2.52E-01,,
NPY,18,1,2.52E-01,brain,
KCNJ8,50,4,2.52E-01,,
LACE1,71,23,2.52E-01,,
CDH4,222,6,2.52E-01,,
GMPS,78,5,2.52E-01,,
BRPF1,196,5,2.52E-01,,
PHF1,100,4,2.52E-01,,
GALC,102,25,2.52E-01,,YES
ZC3H12B,63,2,2.52E-01,,
IL1B,46,2,2.52E-01,,
IPO9,142,6,2.52E-01,,
KLK4,50,7,2.52E-01,,
MRPL41,25,3,2.53E-01,,
GDAP1L1,72,7,2.53E-01,brain,
GABRA3,37,4,2.53E-01,brain,
PROP1,43,7,2.53E-01,,
KCTD13,66,3,2.53E-01,,
LDOC1L,39,2,2.53E-01,,
ERLIN2,62,6,2.53E-01,,YES
DGKA,103,9,2.53E-01,,
GMEB1,68,2,2.53E-01,,
AK5,103,6,2.53E-01,brain,
MAP1B,365,9,2.53E-01,,
LOX,77,3,2.53E-01,,
DDX1,94,3,2.53E-01,,
CUL7,237,32,2.53E-01,,
DYNC1LI2,83,3,2.54E-01,,
TRIO,564,13,2.54E-01,,
EPC2,98,4,2.54E-01,,
CCNI,47,2,2.54E-01,,
CD28,37,4,2.54E-01,,
CCBE1,75,18,2.54E-01,,
FAHD1,64,21,2.54E-01,,
KIF3C,132,4,2.54E-01,brain,
HSDL1,72,12,2.54E-01,,
FER,126,8,2.54E-01,,
AES,53,2,2.54E-01,,
ORMDL3,37,3,2.54E-01,,
RNASEH2A,55,8,2.54E-01,,
ZHX1,92,4,2.54E-01,,
GALK1,80,9,2.54E-01,,
ZFAND1,40,10,2.55E-01,,
KIAA0895,48,9,2.55E-01,,
FOS,75,3,2.55E-01,,
ATAD1,54,5,2.55E-01,,
TMEM161A,74,16,2.55E-01,,
PLAGL1,72,2,2.55E-01,,
EPB41L4A,112,39,2.55E-01,,
RAPGEF2,229,7,2.55E-01,,
FOXN4,12,2,2.55E-01,,
GAR1,25,3,2.55E-01,,
FAM19A1,23,1,2.55E-01,brain,
ALOX5,123,15,2.55E-01,,
CIR1,59,11,2.55E-01,,
CRYAA,59,6,2.55E-01,liver,
KRTAP19-7,17,1,2.56E-01,,
MFAP2,29,8,2.56E-01,,
SDSL,62,19,2.56E-01,,
GPR4,67,3,2.56E-01,,
RAPSN,87,12,2.56E-01,skeletal_muscle,YES
PNLIP,81,12,2.56E-01,,
MSC,63,5,2.56E-01,,
ENSA,25,9,2.56E-01,,
PRRC1,63,21,2.56E-01,,
DENND1A,204,7,2.56E-01,,
SPARC,52,2,2.56E-01,,
C8orf33,43,6,2.56E-01,,
OSBP,104,5,2.56E-01,,
GSS,58,17,2.56E-01,,
SFTPB,67,8,2.56E-01,lung,
B3GALT2,54,3,2.57E-01,,
EHD1,125,9,2.57E-01,,
SLC25A23,100,6,2.57E-01,,
TBX10,65,15,2.57E-01,colon,
ABHD13,38,2,2.57E-01,,
ALOX12B,98,14,2.57E-01,skin,
DLX6,44,2,2.57E-01,brain,
PDAP1,34,3,2.57E-01,,
TMEM215,37,6,2.57E-01,nerve_tibial,
RBM42,76,3,2.57E-01,,
NAGA,57,14,2.57E-01,,YES
FBXO32,50,2,2.57E-01,skeletal_muscle,
SPATA13,39,6,2.57E-01,,
DSCAML1,456,11,2.57E-01,brain,
MAP4K4,168,5,2.58E-01,,
RBM26,117,6,2.58E-01,,
FGF1,39,4,2.58E-01,,
HSPB2,33,4,2.58E-01,,
WDR7,203,5,2.58E-01,,
CRB3,28,3,2.58E-01,,
CACNA2D1,137,7,2.58E-01,skeletal_muscle,
NRN1L,62,9,2.58E-01,,
CLDN4,60,7,2.58E-01,colon,
PIGV,80,20,2.58E-01,,
NADSYN1,175,25,2.58E-01,,
CD79A,51,4,2.58E-01,spleen,
AZU1,56,11,2.58E-01,,
SLC19A2,68,12,2.58E-01,,
VWA2,140,35,2.58E-01,stomach,
CD70,32,4,2.59E-01,,
RBM4B,66,3,2.59E-01,,
ARID2,271,7,2.59E-01,,
IGLON5,57,2,2.59E-01,brain,
NPY1R,47,2,2.59E-01,,
BNIP3L,35,3,2.59E-01,,
RELL1,56,2,2.59E-01,,
CYP46A1,100,4,2.59E-01,brain,
ACTBL2,63,18,2.59E-01,skin,
PSPC1,66,3,2.59E-01,,
B4GALT2,85,5,2.59E-01,,
HSP90AB1,137,4,2.59E-01,,
CRELD2,87,16,2.59E-01,,
PIAS3,97,3,2.59E-01,,
SLA2,56,5,2.60E-01,,
C2,203,30,2.60E-01,liver,YES
HP1BP3,83,3,2.60E-01,,
TXN,17,1,2.60E-01,,
KPNA1,61,3,2.60E-01,,
ZCCHC6,155,4,2.60E-01,,
AFF4,140,4,2.60E-01,,
BAG1,53,13,2.60E-01,,
LATS2,201,6,2.60E-01,,
BAHD1,124,4,2.60E-01,,
MDGA2,104,3,2.60E-01,brain,
POLR2A,441,11,2.60E-01,,
H2AFV,14,1,2.60E-01,,
A4GNT,55,4,2.60E-01,,
MX2,124,24,2.60E-01,,
DONSON,53,14,2.61E-01,,
SLC10A3,61,2,2.61E-01,,
TNFRSF11A,75,4,2.61E-01,colon,YES
C11orf88,29,6,2.61E-01,lung,
PROZ,64,24,2.61E-01,liver,
ITK,107,15,2.61E-01,,
DCHS1,133,2,2.61E-01,,YES
TEX13B,32,5,2.61E-01,,
CSRP1,29,6,2.61E-01,,
PSAT1,52,13,2.61E-01,,
RALY,62,4,2.61E-01,,
THOC7,33,3,2.61E-01,,
KRT4,104,17,2.61E-01,,YES
PAK7,111,3,2.61E-01,,
BMF,23,3,2.62E-01,,
LGI3,110,13,2.62E-01,brain,
UPRT,27,2,2.62E-01,,
NDUFA10,81,13,2.62E-01,,YES
PDE9A,110,15,2.62E-01,colon,
ACOT8,85,21,2.62E-01,,
TANC2,281,5,2.62E-01,,
ACHE,140,4,2.62E-01,,
C1RL,118,14,2.62E-01,,
CREB3L3,123,25,2.62E-01,liver,
GNS,81,8,2.62E-01,,
IFT52,63,15,2.62E-01,,
FAM20B,58,6,2.62E-01,,
SLC22A17,96,3,2.62E-01,brain,
PCID2,70,22,2.62E-01,,
NIPA1,72,5,2.63E-01,brain,YES
GOLPH3,48,5,2.63E-01,,
TCTN1,103,30,2.63E-01,,
NDUFB6,19,5,2.63E-01,,
GLDN,85,24,2.63E-01,,
MBNL2,80,3,2.63E-01,,
SLC25A6,94,4,2.63E-01,,
SPATA2,103,3,2.63E-01,,
SENP2,78,3,2.63E-01,,
RNGTT,76,7,2.63E-01,,
ARL5B,33,2,2.63E-01,,
ATP13A5,171,71,2.63E-01,,
RAC3,61,3,2.63E-01,,
DCK,42,5,2.63E-01,,
H3F3A,16,1,2.64E-01,,
TROVE2,70,10,2.64E-01,,
SRRM5,41,15,2.64E-01,,
RAB7L1,26,1,2.64E-01,,
MAP3K9,171,13,2.64E-01,,
MYOD1,62,6,2.64E-01,skeletal_muscle,
HIST1H2AC,58,3,2.64E-01,whole_blood,
ATP6V1B1,113,18,2.64E-01,,
DCTN3,41,6,2.64E-01,,
PTRH2,20,2,2.64E-01,,
HIST1H2BN,32,2,2.64E-01,,
CA11,45,2,2.64E-01,brain,
ZBED2,34,8,2.64E-01,thyroid,
SMURF2,89,5,2.64E-01,,
ZBTB8OS,27,2,2.64E-01,,
RPRD1B,53,4,2.65E-01,,
INCA1,27,18,2.65E-01,,
AGPAT6,65,5,2.65E-01,,
RABGAP1,132,4,2.65E-01,,
CXorf22,102,3,2.65E-01,,
AFTPH,110,3,2.65E-01,,
IPPK,86,3,2.65E-01,,
FANCI,175,52,2.65E-01,,YES
TPRX1,59,11,2.65E-01,,
TMEM91,23,8,2.65E-01,,
CD93,122,15,2.65E-01,,
MPI,80,24,2.65E-01,,YES
MYO3A,231,75,2.65E-01,,
MKKS,70,21,2.65E-01,,YES
TRIM2,118,6,2.66E-01,,
SHPRH,221,24,2.66E-01,,
MED8,7,1,2.66E-01,,
ACTR1A,49,4,2.66E-01,,
PERP,29,3,2.66E-01,skin,
WDR47,119,5,2.66E-01,,
PLEKHM3,97,9,2.66E-01,,
TBC1D9,44,1,2.66E-01,,
ING2,38,3,2.66E-01,,
BMP3,81,5,2.66E-01,,
LEFTY2,72,3,2.66E-01,,
ITM2A,25,1,2.66E-01,,
HOXD4,51,4,2.66E-01,,
SLC35F1,53,5,2.66E-01,,
AATF,82,16,2.66E-01,,
TAOK2,272,8,2.67E-01,,
TMEM163,49,3,2.67E-01,,
DPYS,73,19,2.67E-01,liver,
MARCO,92,22,2.67E-01,,
KRT25,57,16,2.67E-01,,
GCN1L1,485,12,2.67E-01,,
TNP1,12,1,2.67E-01,,
TMEM181,92,10,2.67E-01,,
DPP4,106,36,2.67E-01,,
LY6E,41,3,2.67E-01,,
MYD88,54,6,2.67E-01,,YES
SLTM,126,12,2.67E-01,,
ACR,51,8,2.67E-01,,
NOS1AP,80,5,2.67E-01,,
ZDHHC14,91,3,2.68E-01,,
CACNG7,59,4,2.68E-01,brain,
RNF180,62,15,2.68E-01,,
IRF1,50,4,2.68E-01,,
DAB1,91,3,2.68E-01,,
NTNG1,82,6,2.68E-01,,
SRM,69,4,2.68E-01,,
PIK3CA,97,3,2.68E-01,,YES
SCLY,119,19,2.68E-01,,
SCN2B,36,4,2.68E-01,brain,
TLN1,404,10,2.68E-01,,
TSNAXIP1,109,46,2.68E-01,,
FAM171A1,172,5,2.68E-01,,
TMED2,38,2,2.68E-01,,
FAM50B,51,6,2.68E-01,,
ACY3,62,17,2.69E-01,,
BOLA3,12,1,2.69E-01,,
DGCR2,135,15,2.69E-01,,YES
PIP5K1C,197,6,2.69E-01,,
C7orf50,42,16,2.69E-01,,
ANKS1B,23,1,2.69E-01,brain,
STIM1,124,4,2.69E-01,,YES
SH2D5,75,11,2.69E-01,brain,
CACNG5,82,12,2.69E-01,brain,
EPS15L1,182,10,2.69E-01,,
TMEM63C,136,3,2.69E-01,,
ZNF185,74,24,2.69E-01,,
TSSK2,79,10,2.69E-01,,
ZNF710,156,5,2.69E-01,,
SLC9A7,74,3,2.70E-01,,
PDHA2,69,25,2.70E-01,,
INPP4A,171,3,2.70E-01,,
PALM,95,3,2.70E-01,,
PROS1,83,13,2.70E-01,,YES
MCOLN1,126,9,2.70E-01,,YES
IL23A,22,1,2.70E-01,,
EDIL3,60,12,2.70E-01,,
BUB3,57,2,2.70E-01,,
DCAF12L2,61,3,2.70E-01,,
DIAPH1,159,12,2.70E-01,,
PRSS36,111,36,2.70E-01,,
DYNLL1,21,2,2.70E-01,,
MAPK4,106,4,2.70E-01,,
TSPAN9,57,3,2.70E-01,,
CDK5RAP1,80,31,2.71E-01,,
GTPBP1,130,5,2.71E-01,,
NAT6,50,5,2.71E-01,,
DDB1,201,7,2.71E-01,,
TLR7,97,3,2.71E-01,,
TMEM80,48,14,2.71E-01,,
ALDH1A1,68,4,2.71E-01,,
APRT,61,12,2.71E-01,,YES
MMAB,45,9,2.71E-01,,YES
PCSK1,97,12,2.71E-01,,
FNDC4,41,2,2.71E-01,,
COL23A1,103,29,2.71E-01,thyroid,
TMEM74,46,9,2.71E-01,,
PHTF1,92,50,2.71E-01,,
PHF3,263,7,2.72E-01,,
NEURL4,305,8,2.72E-01,,
PRKCH,104,5,2.72E-01,,
ATP5G3,21,1,2.72E-01,,
NODAL,9,1,2.72E-01,,
SCAMP2,69,3,2.72E-01,,
TSHR,124,23,2.72E-01,thyroid,
CD151,63,6,2.72E-01,,
TP53I13,51,7,2.72E-01,,
MRPS18A,41,11,2.72E-01,,
PRDM4,105,7,2.72E-01,,
CYP2U1,62,4,2.72E-01,,
PPAPDC2,63,4,2.72E-01,,
PPP6C,62,4,2.72E-01,,
RIMKLB,64,6,2.72E-01,,
PSMD8,54,5,2.73E-01,,
PARVG,68,9,2.73E-01,,
ALG13,100,4,2.73E-01,,
SETD7,68,5,2.73E-01,,
C1QBP,34,5,2.73E-01,,
HGD,73,16,2.73E-01,liver,YES
MASP2,119,40,2.73E-01,liver,
C6,154,47,2.73E-01,liver,
PLEKHA5,152,4,2.73E-01,,
USF1,53,6,2.73E-01,,
MAP3K11,158,12,2.73E-01,,
MYL4,40,9,2.73E-01,heart,
TNFSF4,25,2,2.73E-01,,
FLYWCH2,45,6,2.73E-01,,
CASP8,83,11,2.74E-01,,YES
KDM4A,135,4,2.74E-01,,
SLC44A1,86,3,2.74E-01,,
IPO13,130,10,2.74E-01,,
CCNG1,28,1,2.74E-01,,
PGAM5,80,7,2.74E-01,,
TMX2,58,6,2.74E-01,,
EPHB4,223,8,2.74E-01,,
TSKU,86,2,2.74E-01,,
ARNT2,115,4,2.74E-01,brain,
NCL,126,4,2.74E-01,,
MAB21L1,65,3,2.74E-01,,
ZRANB2,55,2,2.74E-01,,
FAM76B,57,5,2.74E-01,,
SF3B3,192,6,2.74E-01,,
ABCG8,139,31,2.75E-01,liver,YES
SIKE1,30,4,2.75E-01,,
POFUT2,103,9,2.75E-01,,
THAP9,99,30,2.75E-01,,
NLRP12,220,61,2.75E-01,whole_blood,
DCBLD1,106,22,2.75E-01,,
MDFI,50,7,2.75E-01,,
